0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
39.0,2.0,2.0,8.0,3.0,2.0,2.0,1.0,7.0,2.0,156.0,4.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.961,5228.1
38.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,8.0,2.0,194.0,5.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
44.0,10.0,2.0,7.0,1.0,2.0,1.0,1.0,5.0,5.0,662.0,2.0,2.0,1.0,3.0,-1.8,93.876,-40.0,0.682,5008.7
27.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,4.0,75.0,3.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.8660000000000005,5228.1
32.0,12.0,4.0,7.0,1.0,1.0,1.0,2.0,5.0,5.0,617.0,4.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
39.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,387.0,10.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.266,5099.1
44.0,5.0,2.0,4.0,3.0,1.0,2.0,2.0,7.0,1.0,73.0,5.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
45.0,4.0,2.0,6.0,3.0,2.0,1.0,2.0,6.0,4.0,126.0,2.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.8660000000000005,5228.1
42.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,6.0,5.0,93.0,2.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
56.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,317.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.244,5099.1
18.0,9.0,3.0,8.0,1.0,2.0,2.0,2.0,8.0,3.0,297.0,1.0,999.0,0.0,2.0,-1.7,94.027,-38.3,0.9,4991.6
36.0,10.0,2.0,4.0,1.0,1.0,1.0,1.0,11.0,2.0,91.0,2.0,999.0,1.0,1.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
46.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,388.0,2.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.281,5099.1
31.0,10.0,2.0,7.0,1.0,1.0,1.0,1.0,8.0,5.0,379.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.9639999999999995,5228.1
52.0,10.0,2.0,6.0,3.0,2.0,1.0,2.0,5.0,2.0,160.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
31.0,10.0,3.0,8.0,3.0,2.0,1.0,1.0,11.0,4.0,276.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
36.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,324.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.856,5191.0
33.0,10.0,3.0,7.0,1.0,2.0,1.0,1.0,9.0,4.0,463.0,1.0,999.0,0.0,2.0,-1.1,94.199,-37.5,0.879,4963.6
24.0,12.0,3.0,7.0,1.0,2.0,1.0,1.0,6.0,2.0,74.0,1.0,3.0,2.0,3.0,-2.9,92.963,-40.8,1.262,5076.2
58.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,2.0,272.0,7.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
45.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,4.0,5.0,106.0,1.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.405,5099.1
37.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,64.0,3.0,999.0,1.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
26.0,10.0,1.0,7.0,1.0,2.0,1.0,1.0,6.0,2.0,101.0,1.0,3.0,1.0,3.0,-2.9,92.963,-40.8,1.262,5076.2
54.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,9.0,2.0,82.0,1.0,999.0,0.0,2.0,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5
46.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,11.0,1.0,622.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.191,5195.8
31.0,5.0,3.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,30.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
34.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,159.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
46.0,10.0,1.0,7.0,1.0,1.0,1.0,2.0,6.0,5.0,1288.0,3.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.967,5228.1
54.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,7.0,2.0,604.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.961,5228.1
52.0,10.0,2.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,530.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.856,5191.0
27.0,8.0,3.0,4.0,1.0,2.0,1.0,1.0,7.0,4.0,211.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
52.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,11.0,1.0,102.0,3.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.191,5195.8
40.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,6.0,5.0,231.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
31.0,10.0,3.0,4.0,1.0,2.0,2.0,1.0,8.0,3.0,79.0,3.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.9639999999999995,5228.1
50.0,4.0,3.0,8.0,1.0,1.0,1.0,2.0,6.0,1.0,741.0,4.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.96,5228.1
34.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,453.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
31.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,5.0,3.0,248.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.859,5191.0
45.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,305.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
40.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,124.0,1.0,999.0,1.0,1.0,-1.8,93.075,-47.1,1.365,5099.1
48.0,1.0,2.0,7.0,3.0,2.0,1.0,1.0,8.0,2.0,286.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
28.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,7.0,2.0,502.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.961,5228.1
58.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,5.0,2.0,851.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.344,5099.1
42.0,1.0,3.0,7.0,3.0,2.0,1.0,1.0,7.0,1.0,719.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.96,5228.1
46.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,11.0,4.0,60.0,2.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
24.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,177.0,2.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.266,5099.1
39.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,466.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.281,5099.1
29.0,10.0,3.0,7.0,1.0,2.0,2.0,1.0,7.0,3.0,1089.0,6.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
49.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,5.0,1.0,11.0,10.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.244,5099.1
31.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,9.0,5.0,210.0,1.0,999.0,0.0,2.0,-3.4,92.37899999999999,-29.8,0.773,5017.5
53.0,10.0,2.0,6.0,1.0,2.0,1.0,1.0,11.0,5.0,11.0,7.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.021,5195.8
45.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,240.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.86,5191.0
31.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,161.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
59.0,5.0,2.0,7.0,1.0,2.0,1.0,1.0,12.0,4.0,646.0,3.0,6.0,1.0,3.0,-3.0,92.713,-33.0,0.7,5023.5
46.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,149.0,11.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
40.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,5.0,106.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
42.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,11.0,1.0,109.0,2.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.191,5195.8
37.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,6.0,4.0,65.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.8660000000000005,5228.1
25.0,8.0,3.0,8.0,1.0,2.0,1.0,1.0,7.0,2.0,598.0,5.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.961,5228.1
38.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,5.0,47.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.957,5228.1
29.0,10.0,3.0,4.0,1.0,2.0,2.0,1.0,11.0,5.0,206.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.021,5195.8
24.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,7.0,3.0,84.0,13.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
53.0,10.0,2.0,8.0,1.0,2.0,1.0,1.0,7.0,4.0,38.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
40.0,10.0,2.0,6.0,1.0,2.0,1.0,2.0,10.0,2.0,10.0,1.0,999.0,0.0,2.0,-1.1,94.601,-49.5,0.956,4963.6
42.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,5.0,133.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.021,5195.8
42.0,8.0,2.0,4.0,3.0,2.0,1.0,1.0,7.0,1.0,136.0,4.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.96,5228.1
51.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,8.0,4.0,238.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.963,5228.1
35.0,7.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,55.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.8580000000000005,5191.0
43.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,6.0,5.0,35.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
36.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,136.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
35.0,5.0,1.0,7.0,1.0,3.0,3.0,1.0,8.0,1.0,66.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
44.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,83.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.96,5228.1
54.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,5.0,1171.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
40.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,6.0,5.0,100.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
49.0,5.0,2.0,7.0,1.0,1.0,1.0,2.0,6.0,1.0,202.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.865,5228.1
57.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,647.0,7.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.856,5191.0
25.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,655.0,3.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.25,5099.1
30.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,243.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
26.0,9.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,116.0,4.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.406,5099.1
30.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,2.0,241.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
57.0,10.0,3.0,6.0,1.0,2.0,2.0,1.0,8.0,2.0,218.0,4.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
31.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,126.0,2.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.244,5099.1
42.0,11.0,2.0,3.0,3.0,2.0,1.0,2.0,7.0,2.0,163.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.955,5228.1
30.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,169.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.244,5099.1
28.0,1.0,3.0,7.0,1.0,2.0,1.0,2.0,5.0,4.0,393.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
45.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,4.0,1026.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.963,5228.1
30.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,11.0,2.0,108.0,5.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
24.0,9.0,3.0,4.0,1.0,2.0,1.0,1.0,8.0,2.0,79.0,1.0,999.0,0.0,2.0,-2.9,92.20100000000001,-31.4,0.884,5076.2
37.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,8.0,3.0,161.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.9639999999999995,5228.1
56.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,584.0,1.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.423,5099.1
48.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,11.0,3.0,256.0,3.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.12,5195.8
52.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,336.0,10.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
37.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,4.0,113.0,2.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.327,5099.1
30.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,8.0,1.0,148.0,3.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
54.0,1.0,2.0,7.0,3.0,2.0,1.0,1.0,7.0,4.0,20.0,27.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.968,5228.1
32.0,10.0,2.0,6.0,3.0,1.0,2.0,1.0,8.0,4.0,81.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.963,5228.1
36.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,1.0,131.0,4.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
36.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,5.0,3.0,241.0,2.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.334,5099.1
29.0,11.0,1.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,148.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.96,5228.1
42.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,7.0,5.0,467.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
49.0,5.0,2.0,7.0,1.0,2.0,1.0,1.0,4.0,5.0,58.0,1.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.405,5099.1
54.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,230.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
27.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,7.0,5.0,178.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.959,5228.1
31.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,39.0,1.0,999.0,1.0,1.0,-1.8,93.075,-47.1,1.41,5099.1
30.0,10.0,3.0,6.0,1.0,2.0,1.0,1.0,8.0,4.0,55.0,4.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.962,5228.1
36.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,7.0,4.0,68.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
28.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,1391.0,2.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.327,5099.1
37.0,10.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,83.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.856,5191.0
43.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,5.0,126.0,2.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.25,5099.1
46.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,6.0,5.0,116.0,3.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.967,5228.1
27.0,9.0,3.0,7.0,3.0,1.0,1.0,2.0,5.0,5.0,867.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.864,5191.0
49.0,5.0,1.0,7.0,1.0,1.0,1.0,2.0,6.0,4.0,163.0,2.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.961,5228.1
52.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,2.0,173.0,7.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
57.0,7.0,2.0,7.0,3.0,1.0,2.0,1.0,8.0,1.0,131.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
65.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,882.0,1.0,999.0,0.0,2.0,-1.1,94.601,-49.5,1.043,4963.6
37.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,7.0,5.0,97.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.957,5228.1
47.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,8.0,1.0,471.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.963,5228.1
39.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,30.0,8.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
30.0,10.0,3.0,6.0,1.0,1.0,1.0,1.0,8.0,5.0,153.0,5.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.966,5228.1
29.0,10.0,3.0,7.0,1.0,1.0,1.0,1.0,6.0,4.0,176.0,1.0,3.0,1.0,3.0,-2.9,92.963,-40.8,1.26,5076.2
38.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,228.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.327,5099.1
33.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,190.0,4.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.96,5228.1
54.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,11.0,2.0,172.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
32.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,5.0,5.0,83.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
32.0,8.0,3.0,4.0,1.0,2.0,1.0,2.0,6.0,5.0,23.0,11.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
33.0,3.0,3.0,7.0,1.0,2.0,1.0,1.0,11.0,2.0,295.0,1.0,999.0,1.0,1.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
51.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,8.0,2.0,480.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.963,5228.1
38.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,5.0,129.0,4.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.957,5228.1
49.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,5.0,3.0,194.0,3.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.281,5099.1
45.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,11.0,5.0,319.0,1.0,999.0,3.0,1.0,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6
35.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,8.0,5.0,417.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.966,5228.1
42.0,10.0,3.0,6.0,1.0,2.0,1.0,1.0,11.0,5.0,173.0,1.0,999.0,1.0,1.0,-0.1,93.2,-42.0,4.021,5195.8
31.0,12.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,392.0,1.0,999.0,0.0,2.0,-1.8,93.876,-40.0,0.701,5008.7
34.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,125.0,3.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.281,5099.1
59.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,10.0,2.0,19.0,1.0,999.0,0.0,2.0,-0.1,93.79799999999999,-40.4,4.968,5195.8
29.0,7.0,3.0,7.0,1.0,2.0,1.0,1.0,7.0,3.0,513.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.957,5228.1
41.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,357.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.96,5228.1
40.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,5.0,4.0,110.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
49.0,2.0,1.0,8.0,3.0,2.0,1.0,1.0,7.0,3.0,284.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.957,5228.1
48.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,251.0,3.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.97,5228.1
36.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,442.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
33.0,5.0,2.0,7.0,1.0,1.0,1.0,2.0,5.0,4.0,178.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
37.0,5.0,2.0,7.0,1.0,3.0,3.0,2.0,5.0,5.0,107.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.859,5191.0
47.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,353.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
35.0,10.0,1.0,6.0,1.0,1.0,2.0,1.0,11.0,3.0,98.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.12,5195.8
27.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,7.0,2.0,212.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
39.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,11.0,4.0,73.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
46.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,8.0,4.0,180.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.962,5228.1
32.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,7.0,3.0,76.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
35.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,35.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.859,5191.0
24.0,9.0,3.0,4.0,3.0,1.0,1.0,1.0,7.0,2.0,199.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
31.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,315.0,1.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.281,5099.1
37.0,7.0,2.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,394.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.8580000000000005,5191.0
43.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,7.0,2.0,136.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
35.0,8.0,2.0,6.0,1.0,2.0,1.0,1.0,4.0,4.0,218.0,2.0,6.0,1.0,3.0,-1.8,93.749,-34.6,0.644,5008.7
33.0,5.0,3.0,6.0,1.0,2.0,1.0,1.0,11.0,4.0,8.0,6.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
34.0,10.0,3.0,7.0,1.0,2.0,1.0,1.0,7.0,4.0,192.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
53.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,267.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
46.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,5.0,5.0,375.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
46.0,1.0,1.0,7.0,3.0,1.0,1.0,2.0,5.0,1.0,303.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
31.0,7.0,3.0,6.0,1.0,2.0,1.0,1.0,8.0,1.0,215.0,3.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.963,5228.1
32.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,112.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.8580000000000005,5191.0
31.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,159.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.8580000000000005,5191.0
31.0,1.0,1.0,7.0,1.0,3.0,3.0,1.0,8.0,5.0,351.0,3.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.9639999999999995,5228.1
53.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,10.0,3.0,73.0,2.0,999.0,0.0,2.0,-3.4,92.431,-26.9,0.74,5017.5
